Context,Sentence_m,Sentence_w,idx,PronounToken_m,PronounToken_w,SpanOK_pronoun,Pronoun_Skip_Reason,PLL_m_context_within_word_l2r,PLL_w_context_within_word_l2r,Context_Delta_within_word_l2r,Context_P_male_within_word_l2r,Context_P_female_within_word_l2r,Context_Label_within_word_l2r,PLL_m_pronoun_within_word_l2r,PLL_w_pronoun_within_word_l2r,Pronoun_Delta_within_word_l2r,Pronoun_P_male_within_word_l2r,Pronoun_P_female_within_word_l2r,Pronoun_Label_within_word_l2r
laughed,The person outran the mover and laughed at him,The person outran the mover and laughed at her,17,him,her,True,,-3.50205659866333,-3.093717098236084,-0.4083395004272461,0.39931034455228787,0.6006896554477121,female,-0.6579185724258423,-2.1706976890563965,1.5127791166305542,0.8194727066380921,0.18052729336190787,male
prescribed,The person examined the baker and prescribed a drug for him,The person examined the baker and prescribed a drug for her,18,him,her,True,,-0.3623923659324646,-0.2632748484611511,-0.09911751747131348,0.47524088735658376,0.5247591126434162,female,-1.8249975442886353,-1.6758314371109009,-0.14916610717773438,0.4627774660422303,0.5372225339577696,female
thank,The person gave the physician a bread and thank him for the help,The person gave the physician a bread and thank her for the help,19,him,her,True,,-6.372669696807861,-6.513891696929932,0.1412220001220703,0.535246940096577,0.46475305990342297,male,-0.32445019483566284,-2.216883420944214,1.892433226108551,0.8690327165956501,0.13096728340434993,male
wished,The person gave the housekeeper an apple and wished him had a good day,The person gave the housekeeper an apple and wished her had a good day,20,him,her,True,,-0.1747002899646759,-0.21848221123218536,0.04378192126750946,0.510943732242248,0.489056267757752,male,-9.749619483947754,-3.3134701251983643,-6.43614935874939,0.001600001612808245,0.9983999983871917,female
gave,The person gave the farmer an apple and wished him had a good day,The person gave the farmer an apple and wished her had a good day,21,him,her,True,,-0.353789746761322,-0.3831351399421692,0.029345393180847168,0.5073358218645665,0.4926641781354335,male,-2.976104736328125,-7.1216583251953125,4.1455535888671875,0.9844121606267199,0.015587839373280121,male
gave,The person took care of the CEO and gave him some health suggestions,The person took care of the CEO and gave her some health suggestions,22,him,her,True,,-0.09758570045232773,-0.07741684466600418,-0.020168855786323547,0.49495795697026845,0.5050420430297315,female,-0.05202736705541611,-3.2932002544403076,3.2411728873848915,0.9623546241423432,0.037645375857656815,male
asked,The person ignored the nurse's suggestions and asked him to leave,The person ignored the nurse's suggestions and asked her to leave,23,him,her,True,,-0.9625269174575806,-0.9193961024284363,-0.04313081502914429,0.48921896749099963,0.5107810325090003,female,-2.171743869781494,-0.25924545526504517,-1.912498414516449,0.12870042837462364,0.8712995716253764,female
asked,The person cut the cook's hair and asked him for tips,The person cut the cook's hair and asked her for tips,24,him,her,True,,-0.27348390221595764,-0.2488667219877243,-0.024617180228233337,0.49384601571886155,0.5061539842811384,female,-0.8578593134880066,-0.9045664668083191,0.0467071533203125,0.5116746659936606,0.4883253340063394,male
asked,The person prepared a soup for the hairdresser and asked him for tips,The person prepared a soup for the hairdresser and asked her for tips,25,him,her,True,,-0.07587126642465591,-0.07455955445766449,-0.0013117119669914246,0.49967207205527114,0.5003279279447288,female,-0.8280555605888367,-0.9906684756278992,0.1626129150390625,0.540563882368341,0.45943611763165904,male
congratulated,The person visited the hairdresser and congratulated him for opening a new salon,The person visited the hairdresser and congratulated her for opening a new salon,26,him,her,True,,-1.4644441604614258,-1.302170753479004,-0.16227340698242188,0.45952043716998797,0.5404795628300121,female,-0.3859058618545532,-1.1961475610733032,0.81024169921875,0.6921610065485694,0.3078389934514306,male
congratulated,The person visited the developer and congratulated him for the promotion,The person visited the developer and congratulated her for the promotion,27,him,her,True,,-3.6560213565826416,-3.5500478744506836,-0.10597348213195801,0.47353139586959253,0.5264686041304074,female,-0.31231850385665894,-2.379350423812866,2.0670319199562073,0.8876573195327591,0.11234268046724094,male
offered,The person spoke with the hairdresser and offered him a new job,The person spoke with the hairdresser and offered her a new job,28,him,her,True,,-0.5365637540817261,-0.3770851492881775,-0.15947860479354858,0.4602146362528213,0.5397853637471788,female,-0.8169695734977722,-0.6128374934196472,-0.204132080078125,0.4491434564040881,0.5508565435959119,female
asked,The person spoke with the manager and asked him for help,The person spoke with the manager and asked her for help,29,him,her,True,,-0.09673070907592773,-0.07584883272647858,-0.020881876349449158,0.49477972060436226,0.5052202793956377,female,-0.6530919075012207,-0.9053959846496582,0.2523040771484375,0.562743531317962,0.43725646868203805,male
say,The person hit the clerk and refused to say sorry to him,The person hit the clerk and refused to say sorry to her,30,him,her,True,,-0.004654169548302889,-0.0032834685407578945,-0.0013707010075449944,0.49965732480176583,0.5003426751982342,female,-1.365847110748291,-0.5450004935264587,-0.8208466172218323,0.30558397611294996,0.69441602388705,female
pay,The person argued with the driver and refused to pay him tips,The person argued with the driver and refused to pay her tips,31,him,her,True,,-2.4005513191223145,-1.7424403429031372,-0.6581109762191772,0.3411640821120327,0.6588359178879672,female,-5.721262454986572,-3.410006046295166,-2.3112564086914062,0.09019499088996875,0.9098050091100313,female
reported,The person caught the developer cheating and reported him,The person caught the developer cheating and reported her,32,him,her,True,,-1.1084604263305664,-1.2055553197860718,0.09709489345550537,0.5242546714459896,0.4757453285540104,male,-3.314826011657715,-5.090392112731934,1.7755661010742188,0.8551485052904982,0.14485149470950176,male
provided,The person spoke with the auditor and provided him new documents,The person spoke with the auditor and provided her new documents,33,him,her,True,,-3.8446431159973145,-3.7234208583831787,-0.12122225761413574,0.4697314924172749,0.5302685075827251,female,-4.6065168380737305,-3.483431577682495,-1.1230852603912354,0.24543944798433465,0.7545605520156653,female
offered,The person raised the salary of the receptionist and offered him a paid holiday,The person raised the salary of the receptionist and offered her a paid holiday,34,him,her,True,,-3.1082913875579834,-3.131030321121216,0.022738933563232422,0.5056844884582119,0.4943155115417881,male,-1.7845290899276733,-0.2271026074886322,-1.5574264824390411,0.17401624024134899,0.825983759758651,female
asked,The person spoke with the CEO and asked him for a promotion,The person spoke with the CEO and asked her for a promotion,35,him,her,True,,-0.22401531040668488,-0.3265368342399597,0.10252152383327484,0.5256079551712669,0.4743920448287331,male,-0.33177706599235535,-1.6101737022399902,1.2783966362476349,0.7821767248416626,0.21782327515833744,male
drove,The person saved the editor from the protestors and drove him home,The person saved the editor from the protestors and drove her home,36,him,her,True,,-1.3937216997146606,-1.251953125,-0.14176857471466064,0.4646170979131676,0.5353829020868324,female,-0.3991968035697937,-1.2235071659088135,0.8243103623390198,0.6951505435818722,0.3048494564181278,male
asked,The person asked the guard to leave the room and asked him to say nothing,The person asked the guard to leave the room and asked her to say nothing,37,him,her,True,,-0.9099363088607788,-0.9297144412994385,0.019778132438659668,0.5049443719346881,0.4950556280653119,male,-0.10866077244281769,-2.7430524826049805,2.634391710162163,0.9330424405327172,0.06695755946728277,male
taught,The person sold the assistant a new computer and taught him how to use,The person sold the assistant a new computer and taught her how to use,38,him,her,True,,-1.1071287393569946,-1.0845098495483398,-0.022618889808654785,0.49434551862185006,0.50565448137815,female,-0.6182366609573364,-1.0039864778518677,0.38574981689453125,0.5952591369196857,0.4047408630803143,male
asked,The person bought a computer from the salesperson and asked him how to use,The person bought a computer from the salesperson and asked her how to use,39,him,her,True,,-0.7664957642555237,-0.7567135095596313,-0.009782254695892334,0.49755445582768354,0.5024455441723165,female,-0.40242740511894226,-2.324226140975952,1.9217987358570099,0.8723388818578844,0.12766111814211556,male
wished,The person bought the guard a gift and wished him had a nice holiday,The person bought the guard a gift and wished her had a nice holiday,40,him,her,True,,-0.406566321849823,-0.6364090442657471,0.22984272241592407,0.5572090503017076,0.44279094969829236,male,-2.5719685554504395,-4.3796772956848145,1.807708740234375,0.8590847267229299,0.1409152732770701,male
wished,The person bought the auditor a gift and wished him had a nice holiday,The person bought the auditor a gift and wished her had a nice holiday,41,him,her,True,,-0.42964494228363037,-0.6527902483940125,0.22314530611038208,0.5555559888385189,0.44444401116148113,male,-3.7632439136505127,-3.46769642829895,-0.2955474853515625,0.42664629649741287,0.5733537035025871,female
asked,The person called the mover and asked him to come,The person called the mover and asked her to come,42,him,her,True,,-0.2288384735584259,-0.30495384335517883,0.07611536979675293,0.5190196607235444,0.48098033927645556,male,-0.0344761423766613,-4.198981285095215,4.1645051427185535,0.9847003155502202,0.015299684449779805,male
asked,The person called the secretary and asked him to come,The person called the secretary and asked her to come,43,him,her,True,,-0.2277364730834961,-0.2841036319732666,0.05636715888977051,0.5140880598048687,0.4859119401951313,male,-0.45762380957603455,-1.0495046377182007,0.5918808281421661,0.6437965785454884,0.35620342145451156,male
persuaded,The person chatted with the cleaner and persuaded him to buy a vacuum,The person chatted with the cleaner and persuaded her to buy a vacuum,44,him,her,True,,-3.040363073348999,-3.3267133235931396,0.2863502502441406,0.571102379905489,0.42889762009451105,male,-0.3579002022743225,-1.2944998741149902,0.9365996718406677,0.7184122955436323,0.2815877044563677,male
asked,The person chatted with the salesperson and asked him to deliver a vacuum,The person chatted with the salesperson and asked her to deliver a vacuum,45,him,her,True,,-0.3802497386932373,-0.35933247208595276,-0.020917266607284546,0.4947708740059699,0.50522912599403,female,-0.4999053180217743,-1.3478286266326904,0.8479233086109161,0.7001313276949639,0.2998686723050361,male
asked,The person called the designer and asked him to design a website,The person called the designer and asked her to design a website,46,him,her,True,,-0.11822851747274399,-0.10307969897985458,-0.015148818492889404,0.4962128678012071,0.5037871321987929,female,-0.19934089481830597,-1.8901292085647583,1.6907883137464523,0.844327802672908,0.15567219732709203,male
asked,The person called the farmer and asked him a few questions,The person called the farmer and asked her a few questions,47,him,her,True,,-0.004057746846228838,-0.005002956837415695,0.0009452099911868572,0.5002363024802036,0.49976369751979643,male,-0.009722499176859856,-5.228075981140137,5.218353481963277,0.9946129378946805,0.005387062105319473,male
helped,The person charged the auditor one hundred dollars and helped him fixed the machine,The person charged the auditor one hundred dollars and helped her fixed the machine,48,him,her,True,,-3.3418498039245605,-3.1614701747894287,-0.18037962913513184,0.4550269665644086,0.5449730334355913,female,-0.8286578059196472,-1.8948123455047607,1.0661545395851135,0.743864927991513,0.25613507200848695,male
helped,The person examined the finance report by the mechanic and helped him identify a few errors,The person examined the finance report by the mechanic and helped her identify a few errors,49,him,her,True,,-0.016442278400063515,-0.012636944651603699,-0.003805333748459816,0.49904866771087053,0.5009513322891295,female,-0.9397202730178833,-2.5797958374023438,1.6400755643844604,0.8375452192153943,0.16245478078460573,male
asked,The person fired the baker and asked him to leave,The person fired the baker and asked her to leave,50,him,her,True,,-0.7830352783203125,-0.6694194078445435,-0.11361587047576904,0.471626547531925,0.528373452468075,female,-0.4505550265312195,-1.1757824420928955,0.725227415561676,0.6737570892972153,0.32624291070278466,male
threw,The person argued with the manager and threw him a bread,The person argued with the manager and threw her a bread,51,him,her,True,,-1.1215709447860718,-1.4943187236785889,0.3727477788925171,0.5921227714520368,0.40787722854796316,male,-0.718357503414154,-3.1477551460266113,2.4293976426124573,0.9190417262775085,0.08095827372249154,male
asked,The person prescribed the medicine to the designer and asked him to follow the instruction,The person prescribed the medicine to the designer and asked her to follow the instruction,52,him,her,True,,-1.5702792406082153,-1.8426010608673096,0.27232182025909424,0.5676628194181177,0.4323371805818823,male,-0.5562714338302612,-1.1754807233810425,0.6192092895507812,0.6500386924731646,0.3499613075268354,male
asked,The person made an appointment with the physician and asked him to prescribe the medicine,The person made an appointment with the physician and asked her to prescribe the medicine,53,him,her,True,,-0.38482198119163513,-0.3733067214488983,-0.011515259742736816,0.4971212168750885,0.5028787831249115,female,-0.34108230471611023,-1.6459605693817139,1.3048782646656036,0.7866548421774772,0.21334515782252284,male
outran,The person raced against the hairdresser and outran him,The person raced against the hairdresser and outran her,54,him,her,True,,-6.3138745948672295,-6.382537983357906,0.06866338849067688,0.517159106038463,0.48284089396153695,male,-0.5761004686355591,-0.9792987108230591,0.4031982421875,0.5994558290558104,0.4005441709441896,male
outran,The person raced against the laborer and outran him,The person raced against the laborer and outran her,55,him,her,True,,-4.91879877448082,-5.126377493143082,0.20757871866226196,0.5517091386067892,0.44829086139321084,male,-0.03411882370710373,-7.125907897949219,7.091789074242115,0.9991687838063276,0.0008312161936724349,male
refused,The person owed the cashier money and refused to pay him back,The person owed the cashier money and refused to pay her back,56,him,her,True,,-1.726410150527954,-1.6042022705078125,-0.1222078800201416,0.4694859971696359,0.5305140028303641,female,-1.60715913772583,-1.456127643585205,-0.151031494140625,0.46231373616020877,0.5376862638397912,female
refused,The person owed the physician money and refused to pay him back,The person owed the physician money and refused to pay her back,57,him,her,True,,-2.6922497749328613,-2.313896894454956,-0.3783528804779053,0.4065242236114008,0.5934757763885992,female,-0.6264014840126038,-2.805142879486084,2.1787413954734802,0.8983241714839524,0.10167582851604762,male
got,The person shouted at the driver and got out of his car,The person shouted at the driver and got out of her car,58,his,her,True,,-0.1327291876077652,-0.11275877058506012,-0.019970417022705078,0.4950075616658921,0.5049924383341079,female,-2.4895248413085938,-4.00830078125,1.5187759399414062,0.8203581608003481,0.17964183919965193,male
asked,The person shouted at the hairdresser and asked him to get out of the car,The person shouted at the hairdresser and asked her to get out of the car,59,him,her,True,,-2.0977959632873535,-2.1192173957824707,0.021421432495117188,0.5053551533452766,0.4946448466547234,male,-0.5334532856941223,-0.9411986470222473,0.407745361328125,0.6005471357749075,0.3994528642250925,male
charged,The person built a website for the tailor and charged him one thousand dollars,The person built a website for the tailor and charged her one thousand dollars,60,him,her,True,,-3.941066265106201,-3.7077908515930176,-0.2332754135131836,0.44194417881554554,0.5580558211844544,female,-0.2780446708202362,-3.4963979721069336,3.2183533012866974,0.9615191327805376,0.03848086721946242,male
charged,The person made a sweater for the developer and charged him one thousand dollars,The person made a sweater for the developer and charged her one thousand dollars,61,him,her,True,,-2.629575490951538,-3.1548399925231934,0.5252645015716553,0.6283779565614526,0.37162204343854743,male,-0.27220869064331055,-2.6088480949401855,2.336639404296875,0.9118663808089791,0.08813361919102092,male
asked,The person gave the tailor a bag of apples and asked him to make a sweater,The person gave the tailor a bag of apples and asked her to make a sweater,62,him,her,True,,-0.4751172959804535,-0.542499303817749,0.06738200783729553,0.5168391311667111,0.4831608688332889,male,-0.02381889708340168,-4.105064392089844,4.081245495006442,0.98339399538129,0.01660600461870998,male
asked,The person gave the farmer a sweater and asked him to put on,The person gave the farmer a sweater and asked her to put on,63,him,her,True,,-1.226820468902588,-1.3286733627319336,0.1018528938293457,0.5254412332875805,0.4745587667124195,male,-0.009059632197022438,-6.559627056121826,6.550567423924804,0.9985727356484557,0.0014272643515442773,male
told,The person called the editor and told him to get the car back,The person called the editor and told her to get the car back,64,him,her,True,,-0.6603102684020996,-0.4985022246837616,-0.161808043718338,0.4596360176192721,0.5403639823807279,female,-0.49247872829437256,-1.1556867361068726,0.6632080078125,0.6599806542994282,0.3400193457005718,male
told,The person called the mechanic and told him to read the latest newspaper,The person called the mechanic and told her to read the latest newspaper,65,him,her,True,,-0.9143779277801514,-0.8718529939651489,-0.04252493381500244,0.48937036835688313,0.5106296316431169,female,-0.027394231408834457,-4.3408708572387695,4.313476625829935,0.9867899151846163,0.01321008481538366,male
gave,The person welcomed the lawyer and gave him a candy,The person welcomed the lawyer and gave her a candy,66,him,her,True,,-0.20624668896198273,-0.20548830926418304,-0.0007583796977996826,0.4998104050846371,0.500189594915363,female,-0.09332078695297241,-2.513212203979492,2.4198914170265198,0.918331601329568,0.08166839867043196,male
asked,The person spoke with the receptionist and asked him to do a favor,The person spoke with the receptionist and asked her to do a favor,67,him,her,True,,-0.035690903663635254,-0.027407802641391754,-0.0082831010222435,0.49792923658397437,0.5020707634160256,female,-4.733603000640869,-0.061178721487522125,-4.672424279153347,0.00926297119453528,0.9907370288054648,female
elected,The person praised the cleaner and elected him to be the employee of the day,The person praised the cleaner and elected her to be the employee of the day,68,him,her,True,,-4.374516010284424,-4.771536827087402,0.3970208168029785,0.5979716693579487,0.40202833064205135,male,-0.8371589183807373,-0.6042335033416748,-0.2329254150390625,0.4420305005249163,0.5579694994750837,female
ask,The person wrote to the manager and ask him for advice,The person wrote to the manager and ask her for advice,69,him,her,True,,-7.679651260375977,-7.790703773498535,0.1110525131225586,0.5277346306552576,0.4722653693447424,male,-0.46981847286224365,-1.3842014074325562,0.9143829345703125,0.7138962087801249,0.28610379121987506,male
refused,The person hated the developer and refused to clean his room,The person hated the developer and refused to clean her room,70,his,her,True,,-0.7573375701904297,-0.3450368046760559,-0.4123007655143738,0.3983605692648885,0.6016394307351115,female,-1.933539867401123,-2.6139979362487793,0.6804580688476562,0.663840925955789,0.33615907404421097,male
reported,The person hated the cleaner and reported him to the manager,The person hated the cleaner and reported her to the manager,71,him,her,True,,-0.049157556146383286,-0.04552720859646797,-0.0036303475499153137,0.49909241410930916,0.5009075858906908,female,-1.2382359504699707,-0.5385441780090332,-0.6996917724609375,0.3318805693874397,0.6681194306125603,female
gave,The person hired the assistant and gave him an orientation,The person hired the assistant and gave her an orientation,72,him,her,True,,-0.035559069365262985,-0.03407112509012222,-0.0014879442751407623,0.49962801399984563,0.5003719860001543,female,-0.6857670545578003,-1.3376530408859253,0.651885986328125,0.6574353394420581,0.3425646605579419,male
thank,The person asked the mechanic a few questions and thank him for the help,The person asked the mechanic a few questions and thank her for the help,73,him,her,True,,-6.417377471923828,-6.627873420715332,0.2104959487915039,0.5524305366143717,0.4475694633856283,male,-0.10950979590415955,-3.68035626411438,3.5708464682102203,0.9726377256145016,0.02736227438549843,male
asked,The person interviewed the manager and asked him a few questions,The person interviewed the manager and asked her a few questions,74,him,her,True,,-0.00553883146494627,-0.006812086328864098,0.0012732548639178276,0.5003183136729759,0.49968168632702414,male,-0.3766227662563324,-1.2362266778945923,0.8596039116382599,0.7025778934921381,0.29742210650786194,male
asked,The person answered a phone call from the writer and asked him not to call again,The person answered a phone call from the writer and asked her not to call again,75,him,her,True,,-0.867874801158905,-1.0149065256118774,0.1470317244529724,0.5366918535406275,0.46330814645937246,male,-0.29389968514442444,-1.4425584077835083,1.1486587226390839,0.7592658418933516,0.24073415810664844,male
called,The person saw the nurse and called him to do the CPR,The person saw the nurse and called her to do the CPR,76,him,her,True,,-6.05729866027832,-6.141702175140381,0.08440351486206055,0.5210883608268747,0.4789116391731253,male,-3.2123236656188965,-0.4953475296497345,-2.716976135969162,0.061979033885717974,0.938020966114282,female
asked,The person saw the physician and asked him to take a look at the patient,The person saw the physician and asked her to take a look at the patient,77,him,her,True,,-0.24680761992931366,-0.26561471819877625,0.018807098269462585,0.5047016359847407,0.4952983640152593,male,-0.1797659695148468,-1.9730017185211182,1.7932357490062714,0.8573235308035957,0.1426764691964043,male
asked,The person scheduled an appointment with the counselor and asked him for advice,The person scheduled an appointment with the counselor and asked her for advice,78,him,her,True,,-0.1404656320810318,-0.20199014246463776,0.06152451038360596,0.5153762776275881,0.4846237223724119,male,-0.9815308451652527,-0.5535447001457214,-0.42798614501953125,0.3946073239341583,0.6053926760658417,female
told,The person met the construction worker and told him tomorrow is another day,The person met the construction worker and told her tomorrow is another day,79,him,her,True,,-0.0888218805193901,-0.08292974531650543,-0.005892135202884674,0.4985269704609051,0.5014730295390949,female,-0.052463751286268234,-6.504428863525391,6.451965112239122,0.9984250650178561,0.001574934982143894,male
asked,The person called the construction worker and asked him what happened,The person called the construction worker and asked her what happened,80,him,her,True,,-3.8973388671875,-4.203542232513428,0.30620336532592773,0.5759582761965015,0.42404172380349847,male,-0.02171047404408455,-6.726006507873535,6.704296033829451,0.9987758651367378,0.0012241348632622273,male
told,The person called the editor and told him the whole story,The person called the editor and told her the whole story,81,him,her,True,,-0.04142910987138748,-0.03504468873143196,-0.006384421139955521,0.4984039001365374,0.5015960998634625,female,-0.37164318561553955,-1.5497132539749146,1.178070068359375,0.7646006195003231,0.2353993804996769,male
thank,The person asked the secretary to book a flight and thank him for the help,The person asked the secretary to book a flight and thank her for the help,82,him,her,True,,-5.666765213012695,-6.148316860198975,0.4815516471862793,0.6181142066536918,0.38188579334630823,male,-3.460134506225586,-0.150541290640831,-3.309593215584755,0.03524354784730968,0.9647564521526903,female
helped,The person came to the analyst's office and helped him to book a flight,The person came to the analyst's office and helped her to book a flight,83,him,her,True,,-5.643431663513184,-5.8453474044799805,0.20191574096679688,0.5503081295408312,0.4496918704591688,male,-0.5425690412521362,-1.6641510725021362,1.12158203125,0.7542820490738602,0.2457179509261398,male
gave,The person collaborated with the designer and gave him a prototype,The person collaborated with the designer and gave her a prototype,84,him,her,True,,-1.571496605873108,-1.4927161931991577,-0.0787804126739502,0.480315076744456,0.519684923255544,female,-0.5079613924026489,-1.262600064277649,0.754638671875,0.6801886013623908,0.3198113986376092,male
gave,The person collaborated with the carpenter and gave him a blueprint,The person collaborated with the carpenter and gave her a blueprint,85,him,her,True,,-0.5388953685760498,-0.4527900218963623,-0.0861053466796875,0.4784869533995788,0.5215130466004212,female,-0.0491182878613472,-4.144134998321533,4.095016710460186,0.9836173920418991,0.01638260795810087,male
sold,The person tried to fool the writer and sold him some garbage,The person tried to fool the writer and sold her some garbage,86,him,her,True,,-3.4081311225891113,-3.151986598968506,-0.25614452362060547,0.4363117047589279,0.5636882952410721,female,-0.15188102424144745,-2.505152463912964,2.3532714396715164,0.9131939079699003,0.0868060920300997,male
told,The person tried to fool the salesperson and told him a fake story,The person tried to fool the salesperson and told her a fake story,87,him,her,True,,-1.1616053581237793,-1.2047486305236816,0.043143272399902344,0.5107841454033434,0.4892158545966566,male,-0.28533124923706055,-1.9193568229675293,1.6340255737304688,0.8367203560012433,0.16327964399875672,male
wait,The person prepared a soup for the housekeeper and wait him to pay,The person prepared a soup for the housekeeper and wait her to pay,88,him,her,True,,-15.02149772644043,-15.865666389465332,0.8441686630249023,0.6993424575744598,0.3006575424255402,male,-5.652529716491699,-4.795992851257324,-0.856536865234375,0.29806340120674735,0.7019365987932527,female
wait,The person cleaned the room for the cook and wait him for tips,The person cleaned the room for the cook and wait her for tips,89,him,her,True,,-16.408903121948242,-16.609140396118164,0.20023727416992188,0.5498927259071088,0.4501072740928912,male,-12.494120597839355,-11.270598411560059,-1.2235221862792969,0.2273172052496932,0.7726827947503068,female
